"Channel","Station","Year","station.trt","channel.trt","Functional","Cover"
"Channel 19","Station 07 + 30","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.25
"Channel 19","Station 07 + 30","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.0833333333333333
"Channel 19","Station 07 + 30","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.166666666666667
"Channel 19","Station 07 + 30","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.75
"Channel 19","Station 07 + 30","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",0.416666666666667
"Channel 19","Station 07 + 30","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",16.6666666666667
"Channel 19","Station 07 + 30","2012-11-01","No treatment","Channel 19: Upland treatment","Annual forb",2.91666666666667
"Channel 19","Station 07 + 30","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",27.0833333333333
"Channel 19","Station 07 + 30","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.83333333333333
"Channel 19","Station 07 + 30","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",13.1666666666667
"Channel 19","Station 07 + 30","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.0833333333333333
"Channel 19","Station 07 + 30","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",53.75
"Channel 19","Station 07 + 30","2013-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.916666666666667
"Channel 19","Station 07 + 30","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",2.91666666666667
"Channel 19","Station 07 + 30","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.66666666666667
"Channel 19","Station 07 + 30","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",3.91666666666667
"Channel 19","Station 07 + 30","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.416666666666667
"Channel 19","Station 07 + 30","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",26.6666666666667
"Channel 19","Station 07 + 30","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",4.375
"Channel 19","Station 07 + 30","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",5.125
"Channel 19","Station 07 + 30","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",14.125
"Channel 19","Station 07 + 30","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",28.125
"Channel 19","Station 07 + 30","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.625
"Channel 19","Station 07 + 30","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.25
"Channel 19","Station 07 + 30","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",4.375
"Channel 19","Station 07 + 30","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.75
"Channel 19","Station 07 + 30","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.125
"Channel 19","Station 07 + 30","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.875
"Channel 19","Station 07 + 30","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",9.625
"Channel 19","Station 07 + 30","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",21.875
"Channel 19","Station 07 + 30","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",4.375
"Channel 19","Station 07 + 30","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",13.125
"Channel 19","Station 07 + 30","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",24.375
"Channel 19","Station 07 + 30","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",3.75
"Channel 19","Station 07 + 30","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",9.375
"Channel 19","Station 07 + 50","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.333333333333333
"Channel 19","Station 07 + 50","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.25
"Channel 19","Station 07 + 50","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",1.91666666666667
"Channel 19","Station 07 + 50","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",38.75
"Channel 19","Station 07 + 50","2012-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.833333333333333
"Channel 19","Station 07 + 50","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",8.83333333333333
"Channel 19","Station 07 + 50","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3
"Channel 19","Station 07 + 50","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",14.25
"Channel 19","Station 07 + 50","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.0833333333333333
"Channel 19","Station 07 + 50","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",40.8333333333333
"Channel 19","Station 07 + 50","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",3.83333333333333
"Channel 19","Station 07 + 50","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",46.6666666666667
"Channel 19","Station 07 + 50","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.625
"Channel 19","Station 07 + 50","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 07 + 50","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",18.125
"Channel 19","Station 07 + 50","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",33.75
"Channel 19","Station 07 + 50","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.375
"Channel 19","Station 07 + 50","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",10.875
"Channel 19","Station 07 + 50","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",1.25
"Channel 19","Station 07 + 50","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",24.375
"Channel 19","Station 07 + 50","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",4
"Channel 19","Station 07 + 50","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.625
"Channel 19","Station 07 + 50","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",1.5
"Channel 19","Station 07 + 50","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",9.25
"Channel 19","Station 07 + 50","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",9.375
"Channel 19","Station 07 + 50","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 07 + 50","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",3.875
"Channel 19","Station 07 + 50","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3.875
"Channel 19","Station 07 + 50","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",20.625
"Channel 19","Station 07 + 50","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",34.375
"Channel 19","Station 07 + 50","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",24.375
"Channel 19","Station 07 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.25
"Channel 19","Station 07 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.916666666666667
"Channel 19","Station 07 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",3.83333333333333
"Channel 19","Station 07 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",0.416666666666667
"Channel 19","Station 07 + 97","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",8.75
"Channel 19","Station 07 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.5
"Channel 19","Station 07 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",4.25
"Channel 19","Station 07 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",17.25
"Channel 19","Station 07 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.833333333333333
"Channel 19","Station 07 + 97","2012-11-01","No treatment","Channel 19: Upland treatment","Tree",6.66666666666667
"Channel 19","Station 07 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.416666666666667
"Channel 19","Station 07 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.416666666666667
"Channel 19","Station 07 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",16.0833333333333
"Channel 19","Station 07 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",19.5833333333333
"Channel 19","Station 07 + 97","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",38.75
"Channel 19","Station 07 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",8.75
"Channel 19","Station 07 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",21.125
"Channel 19","Station 07 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",9.375
"Channel 19","Station 07 + 97","2014-11-01","No treatment","Channel 19: Upland treatment","Tree",25
"Channel 19","Station 07 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.125
"Channel 19","Station 07 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.375
"Channel 19","Station 07 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",12.5
"Channel 19","Station 07 + 97","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",3.75
"Channel 19","Station 07 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 07 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.125
"Channel 19","Station 07 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.625
"Channel 19","Station 07 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",19.375
"Channel 19","Station 07 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",0.75
"Channel 19","Station 07 + 97","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",3.75
"Channel 19","Station 07 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",3.875
"Channel 19","Station 07 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",4.375
"Channel 19","Station 07 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3.875
"Channel 19","Station 07 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",39.375
"Channel 19","Station 07 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Shrub",3.875
"Channel 19","Station 07 + 97","2021-11-01","No treatment","Channel 19: Upland treatment","Tree",0.125
"Channel 19","Station 09 + 05","2012-03-01","No treatment","Channel 19: Upland treatment","Annual forb",0.0833333333333333
"Channel 19","Station 09 + 05","2012-03-01","No treatment","Channel 19: Upland treatment","Annual grass",0.25
"Channel 19","Station 09 + 05","2012-03-01","No treatment","Channel 19: Upland treatment","Perennial grass",4.58333333333333
"Channel 19","Station 09 + 05","2012-03-01","No treatment","Channel 19: Upland treatment","Shrub",6.75
"Channel 19","Station 09 + 05","2012-03-01","No treatment","Channel 19: Upland treatment","Tree",9.16666666666667
"Channel 19","Station 09 + 05","2012-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.416666666666667
"Channel 19","Station 09 + 05","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.166666666666667
"Channel 19","Station 09 + 05","2012-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",36.25
"Channel 19","Station 09 + 05","2012-11-01","No treatment","Channel 19: Upland treatment","Shrub",22.5833333333333
"Channel 19","Station 09 + 05","2013-11-01","No treatment","Channel 19: Upland treatment","Annual grass",3
"Channel 19","Station 09 + 05","2013-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",13.8333333333333
"Channel 19","Station 09 + 05","2013-11-01","No treatment","Channel 19: Upland treatment","Shrub",5.08333333333333
"Channel 19","Station 09 + 05","2013-11-01","No treatment","Channel 19: Upland treatment","Tree",12.5
"Channel 19","Station 09 + 05","2014-11-01","No treatment","Channel 19: Upland treatment","Annual grass",13.75
"Channel 19","Station 09 + 05","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",3.75
"Channel 19","Station 09 + 05","2014-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",16.75
"Channel 19","Station 09 + 05","2014-11-01","No treatment","Channel 19: Upland treatment","Shrub",4.5
"Channel 19","Station 09 + 05","2015-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.125
"Channel 19","Station 09 + 05","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.125
"Channel 19","Station 09 + 05","2015-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",7.25
"Channel 19","Station 09 + 05","2015-11-01","No treatment","Channel 19: Upland treatment","Shrub",4.375
"Channel 19","Station 09 + 05","2015-11-01","No treatment","Channel 19: Upland treatment","Tree",0.625
"Channel 19","Station 09 + 05","2018-11-01","No treatment","Channel 19: Upland treatment","Annual forb",0.125
"Channel 19","Station 09 + 05","2018-11-01","No treatment","Channel 19: Upland treatment","Annual grass",0.25
"Channel 19","Station 09 + 05","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",0.75
"Channel 19","Station 09 + 05","2018-11-01","No treatment","Channel 19: Upland treatment","Perennial grass",21.25
"Channel 19","Station 09 + 05","2018-11-01","No treatment","Channel 19: Upland treatment","Shrub",9.5
"Channel 19","Station 09 + 05","2018-11-01","No treatment","Channel 19: Upland treatment","Tree",9.375
"Channel 19","Station 09 + 05","2021-11-01","No treatment","Channel 19: Upland treatment","Annual forb",4.375
"Channel 19","Station 09 + 05","2021-11-01","No treatment","Channel 19: Upland treatment","Annual grass",11.25
"Channel 19","Station 09 + 05","2021-11-01","No treatment","Channel 19: Upland treatment","Perennial forb",4.375
